Nro Emenda;Data;Aplicação;Âmbito;Tipo;Destinação;Parlamentar;Descrição;Finalidade;Fundamento Legal;Orçado;Empenhado;Receita Recebida;Bancos Recebido
30/04/2026;8040076-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;SELMA FRANCISCA DOS SANTOS;VALOR DESTINADO A CUSTEIO DOS JOGOS REGIONAIS.;VALOR DESTINADO A CUSTEIO DOS JOGOS REGIONAIS.;3642/2025;20000.0;0.0;0.0;0.0;0
30/04/2026;8040077-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;SELMA FRANCISCA DOS SANTOS;VALOR DESTINADO A REALIZACAO DA SEMANA DO HIP HOP, CONFORME CALENDARIO DE EVENTOS DO MUNICIPIO.;VALOR DESTINADO A REALIZACAO DA SEMANA DO HIP HOP, CONFORME CALENDARIO DE EVENTOS DO MUNICIPIO.;3642/2025;10000.0;0.0;0.0;0.0;0
30/04/2026;8040078-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;SELMA FRANCISCA DOS SANTOS;VALOR DESTINADO A LIGA DA ESCOLA DE SAMBA, CONFORME CALENDARIO DE EVENTOS DO MUNICIPIO.;VALOR DESTINADO A LIGA DA ESCOLA DE SAMBA, CONFORME CALENDARIO DE EVENTOS DO MUNICIPIO.;3642/2025;10000.0;10000.0;0.0;0.0;0
30/04/2026;8040079-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);INVESTIMENTO;SELMA FRANCISCA DOS SANTOS;VALOR DESTINADO PARA CONTRATACAO E COMPRA DE INSTRUMENTOS MUSICAIS PARA O CENTRO DE ARTE E CULTURA.;VALOR DESTINADO PARA CONTRATACAO E COMPRA DE INSTRUMENTOS MUSICAIS PARA O CENTRO DE ARTE E CULTURA.;3642/2025;10000.0;0.0;0.0;0.0;0
30/04/2026;8040083-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;ELIEL DE SOUZA;VALOR DESTINADO PARA REALIZACAO DA SEMANA JOVEM CRISTAO, CONFORME CALENDARIO DE EVENTOS DO MUNICIPIO.;VALOR DESTINADO PARA A REALICAO DA SEMANA JOVEM CRISTAO CONFORME CALENDARIO DE EVENTOS DO MUNICIPIO.;3642/2025;30000.0;0.0;0.0;0.0;0
30/04/2026;8040090-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;ELIEL DE SOUZA;VALOR A SER DESTINADO PARA REALIZACAO DO DIA DO ADOLESCENTE, CONFORME CALENDARIO DE EVENTOS DO MUNICIPIO.;VALOR A SER DESTINADO PARA REALIZACAO DO DIA DO ADOLESCENTE, CONFORME CALENDARIO DE EVENTOS DO MUNICIPIO.;3642/2025;70000.0;70000.0;0.0;0.0;0
30/04/2026;8040085-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;ELIEL DE SOUZA;VALOR A SER DESTNADO PARA REALIZACAO DO DIA DO ADOLESCENTE, CONFORME CALENDARIO DE EVENTOS DO MUNICIPIO.;VALOR A SER DESTINADO PARA REALIZACAO DO DIA DO ADOLESCENTE, CONFORME CALENDARIO DE EVENTOS DO MUNICIPIO.;3642/2025;14176.47;0.0;0.0;0.0;0
30/04/2026;8040087-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);INVESTIMENTO;ELIEL DE SOUZA;VALOR A SER DESTINADO PARA PAVIMENTACAO PARCIAL DA ATUAL VIA PUBLICA SEM SAIDA QUE SE INICIA NA RUA ANTONIO RUVOLO ALTURA DO NUMERO 410, LOCALIZADA NO NUCLEO ITAIM.;VALOR A SER DESTINADO PARA PAVIMENTACAO PARCIAL DA ATUAL VIA PUBLICA SEM SAIDA QUE SE INICIA NA RUA ANTONIO RUVOLO ALTURA DO NUMERO 410, LOCALIZADA NO NUCLEO ITAIM.;3642/2025;110000.0;0.0;0.0;0.0;0
30/04/2026;8040089-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;CLAUDIO ROBERTO SQUIZATO;VALOR A SER DESTINADO PARA O CONTROLE POPULACIONAL DE CAES E GATOS, ´PPOR MEIO DE CASTRACAO, PARA PREVENCAO DE DOENCAS ZOONOTICAS NO MUNICIPIO, EM CONFORMIDADE COM OS OBJETIVOS DA POLITICA NACIONAL DO SUS.;VALOR A SER DESTINADO PARA O CONTROLE POPULACIONAL DE CAES E GATOS, POR ,MEIO DE CASTRACAO, PARA PREVENCAO DE DOENCAS ZOONOTICAS NO MUNICIPIO, EM CONFORMIDADE COM OS OBJETIVOS DA POLITICA NACIONAL DO SUS.;3642/2025;254176.47;0.0;0.0;0.0;0
30/04/2026;8040091-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;CLAUDIO ROBERTO SQUIZATO;VALOR A SER DESTINADO A REFORMA E GRAFITAGEM DAS PISTAS DE SKATE DO MUNICIPIO.;VALOR A SER DESTINADO A REFORMA E GRAFITAGEM DAS PISTAS DE SKATE DO MUNICIPIO.;3642/2025;14177.47;14176.47;0.0;0.0;0
30/04/2026;8040092-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;CLAUDIO ROBERTO SQUIZATO;VALOR A SER DESTINADO PARA REALIZACAO DO EVENTO DA SEMAN MUNICIPAL DO REGGAE, CONTRATACAO DA BANDA TRIBO DE JAH.;VALOR A SER DESTINADO PARA REALIZACAO DO EVENTO DA SEMANA MUNICIPAL DO REGGAE, CONTRATACAO DA BANDA TRIBO DE JAH.;3642/2025;50000.0;15853.73;0.0;0.0;0
30/04/2026;8040094-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);INVESTIMENTO;DAVID F DOS SANTOS JUNIOR;VALOR A SER DESTINADO PARA AQUISICAO DE VEICULO MODELO HATCH POPULAR,CINCO LUGARES, MODELO DE MOTOR ENTRE1.0 E 1.5, PARA TRANSPORTE DOS PRODFISSIONAIS DA ESTRATEGIA DA SAUDE FAMILIAR, PARA MELHOR CONDICOES DE MOBILIDADE AOS MESMOS.;VALOR A SER DESTINADO PARA AQUISICAO DE VEICULO MODELO HATCH POPULAR, CINCO LUGARES MODELO DE MOTOR ENTRE 1.0 E 1.5, PARA TRANSPORTE DOS PRODISSIONAIS DA ESTRATEGIA DA SAUDE FAMILIAR, PARA MELHOR CONDICOES DE MOBILIDADE AOS MESMOS.;3642/2025;50000.0;0.0;0.0;0.0;0
30/04/2026;8040099-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;DAVID F DOS SANTOS JUNIOR;VALOR A SER DESTINADO PARA AQUISICAO DE MATERIAIS, EQUIPAMENTOS E INSUMOS PARA O PROGRAMA E- MULT;VALOR A SER DESTINADO PARA AQUISICAO DE MATERIAIS, EQUIPAMENTOSC E ISDINSUMOS PARA O PROGRAMA E-MULT.;3642/2025;25000.0;0.0;0.0;0.0;0
30/04/2026;8040115-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;RENATO RAMOS DE SOUZA;VALOR A SER UTILIZADO PARA AQUISICAO DE MATERIAIS, EQUIPAMENTOS E INSUMOS PARA O PROGRAMA E-MULT.;VALOR A SER DESTINADO PARA AQUISICAO DE MATERIAIS, E EQUIPAMENTOS E INSUMOS PARA O PROGRAMA E-MULT.;3642/2026;25000.0;0.0;0.0;0.0;0
30/04/2026;8040116-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;RENATO RAMOS DE SOUZA;VALOR A SER DESTNADO PARA AQUISICAO DE FIGURINO.;VALOR A SER DESTINADO PARA AQUISICAO DE FIGURINO.;3642/2025;10000.0;0.0;0.0;0.0;0
30/04/2026;8040119-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;RENATO RAMOS DE SOUZA;Reforma e manutencao do espaco onde sao ofertadas as atividades, entidade beneficiaria Comunidade Kolping do Jardim Sao Jose CNPJ n° 54.795.554/0001-51.;Reforma e manutencao do espaco onde sao ofertadas as atividades, entidade beneficiaria Comunidade Kolping do Jardim Sao Jose CNPJ n° 54.795.554/0001-51.;3642/2025;10000.0;0.0;0.0;0.0;0
30/04/2026;8040123-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;RENATO RAMOS DE SOUZA;MANUTENCAO ENTIDADE BENEFICIARIA INSTITUTO SOCIAL HORIZONTES DO SABER CNPJ N. 02.082.848/0001-32.;MANUTENCAO ENTIDADE BENEFICIARIA INSTITUTO SOCIAL HORIZONTES DO SABER CNPJ N. 02.082.848/0001-32.;3642/2025;10000.0;0.0;0.0;0.0;0
30/04/2026;8040100-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);INVESTIMENTO;DAVID F DOS SANTOS JUNIOR;VALOR A SER DESTINADO PARA TELAS E COMPUTADORES PARA CENTRAL DE MONITORAMENTO E SEGURANCA ESCOLAR.;VALOR A SER DESTINADO PARA AQUISICAO DE TELAS E COMPUTADORES PARA CENTRAL DE MONITORAMENTO E SEGURANCA ESCOLAR.;3642/2026;40000.0;0.0;0.0;0.0;0
30/04/2026;8040102-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;DAVID F DOS SANTOS JUNIOR;VALOR A SER DESTINADO PARA AQUISICAO DE FIGURINO.;VALOR A SER UTILIZADO PARA AQUISICAO DE FIGURINO.;3642/2025;40000.0;0.0;0.0;0.0;0
30/04/2026;8040104-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);INVESTIMENTO;DAVID F DOS SANTOS JUNIOR;VALOR A SER DESTINADO PARA AQUISICAO DE VEICULO SUV, VIATURA DESCARECTERIZADA PARA RONDA ESCOLAR.;VALOR A SER DESTINADO PARA AQUISICAO DE VEICULO SUV, VIATURA DESCARACTERIZADA PARA RONDA ESCOLAR.;3642/2025;90000.0;0.0;0.0;0.0;0
30/04/2026;8040124-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);INVESTIMENTO;RENATO RAMOS DE SOUZA;VALOR A SER DESTINADO PARA AQUISICAO DE VEICULO VIATURA SUV DESCARACTERIZADA PARA RONDA ESCOLAR.;VALOR A SER DESTINADO PARA AQUISICAO DE VEICULO SUV VIATURA DESCASTERIZADA PAR RONDA ESCOLAR.;3642/2025;20000.0;0.0;0.0;0.0;0
30/04/2026;8040125-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);INVESTIMENTO;RENATO RAMOS DE SOUZA;VALOR A SER DESTINADO PARA AQUISICAO DE TELAS E COMPUTADORES PARA CENTRAL DE MONITORAMENTO E SEGURANCA ESCOLAR.;VALOR A SER DESTINADO PARA AQUISICAO DE TELAS E COMPUTADORES PARA A CENTRAL DE MONIRAMENTO E SEGURANCA ESCOLAR.;3642/2025;10000.0;0.0;0.0;0.0;0
30/04/2026;8040107-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;DAVID F DOS SANTOS JUNIOR;VALOR DESTINADO FOMENTO A PRATICA ESPORTIVA NA MODALIDADE CORRIDA DE RUA EM PROL DAS ENTIDADES QUE PROMOVEM INCLUSAO.;VALOR DESTINADO EM FOMENTO A PRATICA ESPORTIVA;3642/2025;23000.0;0.0;0.0;0.0;0
30/04/2026;8040128-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;RENATO RAMOS DE SOUZA;VALOR A SER DESTINADO PARA PROGRAMA DE TRANSFERENCIA DE RECURSO FINANCEIRO PARA EMEB ELVINO TEIXEIRA.;VALOR A SER DESTINADO PARA PROGRAMA DE TRANSFERENCIA DE RECURSO FINAMNCEIRO PARA EMEB ELVINO TEIXEIRA.;3642/2025;10000.0;0.0;0.0;0.0;0
30/04/2026;8040109-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;DAVID F DOS SANTOS JUNIOR;VALOR DESTINADO A FOMENTO A PRATICA ESPORTIVA NA MODALIDADE JUDO.;VALOR DESTINADO A FOMENTO A PRATICA ESPORTIVA NA MODALIDADE JUDO.;3642/2025;10000.0;0.0;0.0;0.0;0
30/04/2026;8040129-Emenda Impositiva Loa/2026 Projeto de Lei 087/2025;MUNICIPAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;RENATO RAMOS DE SOUZA;VALOR A SER UTILIZADO FOMENTO A PRATICA ESPORTIVA NA MODALIDADE JUDO.;VALOR A SER UTILIZADO FOMENTO A PRATICA ESPORTIVA NA MODALIDADE JUDO.;3642/2025;10000.0;0.0;0.0;0.0;0
30/04/2026;8000001-Emenda Parlamentar - Dep. Carlos Zambelli;FEDERAL;INDIVIDUAL (TRANSFERENCIAS ESPECIAIS);CUSTEIO;CARLOS ZARATTINI;Contratacao de empresa especializada em regularizacao fundiaria no municipio de Ferraz de Vasconcelos, nas seguintes localidades: Vila Joana Darc. Bem como a realizacao no Custeio de evento de festa junina da  Vila Mariana do Municipio de Ferraz de Vasconcelos.;13-Cultura / 392-Difusao Cultural                                     16-Habitacao / 482-Habitacao Urbana;ARTIGO 166-A CF;205262.35;25260.34;10738.63;0.0;0
04/05/2026;8010010-Emenda Marcos Damasio 2023.063.51473 DM 64216;ESTADUAL;INDIVIDUAL (FINALIDADE DEFINIDA);INVESTIMENTO;MARCOS DAMASIO;Pavimenta.o, Recapeamento, Guias e Sarjetas;As melhorias propostas no projeto permitirao maior conforto aos municipes em seus deslocamentos, maior integracao territorial, melhoria significativa para a seguranca, a reducao de indice de doencas transmissiveis atraves de meios hidricos durante o periodo chuvoso ou pelo acumulo de poeira verificada durante o periodo seco.;DECRETO ESTADUAL N§ 66.426, DE 2022;0.0;0.0;1000000.0;0.0;0
30/04/2026;8000008-Emenda Parl. Vicentinho 202319970003 Transf. Espec;FEDERAL;INDIVIDUAL (TRANSFERENCIAS ESPECIAIS);INVESTIMENTO;VICENTINHO;Execucao de servico e construcao de infraestrutura urbana.;Execucao de servico e construcao de infraestrutura urbana.;ARTIGO 106-A CF;0.0;0.0;0.0;0.0;0
30/04/2026;8000007-Emenda Parl. Milton Vieira 20232620-4 Transf. Esp.;FEDERAL;INDIVIDUAL (TRANSFERENCIAS ESPECIAIS);INVESTIMENTO;MILTON VIEIRA;Execucao de reformas, drenagem, obras e construcoes em geral, incluindo desobstrucao, manutencao da rede de esgoto e recapeamento asfaltico.;Execucao de reformas, drenagem, obras e construcoes em geral, incluindo desobstrucao, manutencao da rede de esgoto e recapeamento asfaltico.;ARTIGO 166-A CF;0.0;0.0;0.0;0.0;0
04/05/2026;8000014-Emenda Parlamentar N.202337170006 - Marcio Alvino;FEDERAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;MARCIO ALVINO;o incremento de maneira temporaria as transferencias regulares e automaticas financeiras para fins de custeio (GND 3).;o incremento de maneira temporaria as transferencias regulares e automaticas financeiras para fins de custeio (GND 3).;PORTARIA SNAS N. 64, DE 20 DE OUTUBRO DE 2023;0.0;0.0;736.88;0.0;0
30/04/2026;8000020-Emenda Especial 38960001/2023 - Dep. Abou Anni;FEDERAL;INDIVIDUAL (TRANSFERENCIAS ESPECIAIS);INVESTIMENTO;ABOU ANNI;Servicos de reparo, manutencao, adequacao e ampliacao de unidades basicas de saude e aquisicao de computadores.;Servicos de reparo, manutencao, adequacao e ampliacao de unidades basicas de saude e aquisicao de computadores.;ARTIGO 166-A CF;0.0;0.0;0.0;0.0;0
30/04/2026;8000016-Emenda Especial 38960004/2023 Invest. - Abou Anni;FEDERAL;INDIVIDUAL (TRANSFERENCIAS ESPECIAIS);INVESTIMENTO;ABOU ANNI;Aquisicao de material de informatica para a secretaria de saude.;Aquisicao de material de informatica para a secretaria da saude.;ARTIGO 106-A CF;0.0;0.0;0.0;0.0;0
30/04/2026;8000015-Emenda Especial 38960005/2023 - Dep. Abou Anni;FEDERAL;INDIVIDUAL (TRANSFERENCIAS ESPECIAIS);INVESTIMENTO;ABOU ANNI;Aquisicao de computadores, ambulancia e ares condicionados para Secretaria Municipal de Saude.;Aquisicao de computadores, ambulancia e ares condicionados para Secretaria Municipal de Saude.;ARTIGO 106-A CF;0.0;0.0;0.0;0.0;0
30/04/2026;8010002-Emenda Art.175a - Paulo Fiorilo Transf.espec.sgri;ESTADUAL;INDIVIDUAL (TRANSFERENCIAS ESPECIAIS);CUSTEIO;MARCIO NAKASHIMA;TRANSFERENCIA ESPECIAL;28 - ENCARGOS ESPECIAIS;ART. 175-A CONSTITUICAO DO ESTADO DE SAO PAULO;0.0;0.0;336.69;0.0;0
04/05/2026;8010008-Emenda Delegado da Cunha 2024.313.53497 - DM 75228;ESTADUAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;DELEGADO DA CUNHA;Constitui objeto deste Termo de Convenio a transferencia de recursos financeiros de R$ 50.000,00 (cinquenta mil reais), pelo Estado de Sao Paulo, por intermedio da Secretaria da Seguranca Publica, a Prefeitura Municipal de Ferraz de Vasconcelos, CNPJ nº 46.523.197/0001-44, destinados exclusivamente a aquisicao de equipamentos menos letais (kits dispositivos eletricos incapacitante e acessorios e sprays de piperina), com o objetivo de apoiar as atividades institucionais da Guarda Civil Municipal da localidade.;Adequar, otimizar e modernizar a atual infraestrutura dos servicos prestados pela Guarda Civil Municipal nas atividades relacionadas as suas atribuicoes funcionais, para preservacao do patrimonio publico, dando melhores condicoes para que os agentes de seguranca municipal possam propiciar aos cidadaos uma maior sensacao de seguranca, alem de contribuir efetivamente para reducao nos indices de criminalidade nas regioes de atuacao.;DECRETO Nº 69.438, DE 26 DE MARCO DE 2025;0.0;0.0;50000.0;0.0;0
30/04/2026;8000036-Emenda Especial 39050004/2024 - Alencar Santana;FEDERAL;INDIVIDUAL (TRANSFERENCIAS ESPECIAIS);INVESTIMENTO;ALENCAR SANTANA;EXECUCAO DE INFRAESTRUTURA URBANA COM INTERVENCOES DE RECAPEAMENTO ASFALTICO;EXECUCAO DE INFRAESTRUTURA URBANA COM INTERVENCOES DE RECAPEAMENTO ASFALTICO;ARTIGO 166-A CF;0.0;0.0;3107.07;0.0;0
30/04/2026;8000028-Emenda Especial N. 202444680006 - Rodrigo Gambale;FEDERAL;INDIVIDUAL (TRANSFERENCIAS ESPECIAIS);INVESTIMENTO;RODRIGO GAMBALE;Execucao de obras de drenagem, reformas em instalacao publica, servicos de recapeamento asfaltico de infraestrutura urbana e canalizacao de corrego.;Execucao de obras de drenagem, reformas em instalacao publica, servicos de recapeamento asfaltico de infraestrutura urbana e canalizacao de corrego.;ARTIGO 166-A CF;602396.71;602396.71;0.0;0.0;0
04/05/2026;9020005-Emenda Com.esporte - 50060001 - Convenio 962869;FEDERAL;COMISSAO;INVESTIMENTO;RODRIGO GAMBALE;Reforma, ampliacao e modernizacao de Quadra de Esportes no Municipio de Ferraz de Vasconcelos/SP.;Reforma, ampliacao e modernizacao de Quadra de Esportes no Municipio de Ferraz de Vasconcelos/SP.;PORTARIA CONJUNTA MGI/MF/CGU Nº 33;477500.0;433314.64;477500.0;0.0;0
30/04/2026;9000002-Emenda de Comissao da Saude - Portaria 6103/2024;FEDERAL;COMISSAO;INVESTIMENTO;RODRIGO GAMBALE;AQUISICAO DE UNIDADE MOVEL DE SAUDE;AQUISICAO DE UNIDADE MOVEL DE SAUDE;PORTARIA GM/MS 6103/2024;0.01;0.0;15565.81;28976.44;0
30/04/2026;8030001-Emenda Especial - 2025.016.66881 - Caio Franca;ESTADUAL;INDIVIDUAL (TRANSFERENCIAS ESPECIAIS);INVESTIMENTO;CAIO FRANCA;TRANSFERENCIA ESPECIAL - QUADRA NO JARDIM IONE;TRANSFERENCIA ESPECIAL - QUADRA NO JARDIM IONE;;0.0;0.0;0.0;0.0;0
30/04/2026;8030003-Emenda Especial - 2025.035.64968 - Jorge do Carmo;ESTADUAL;INDIVIDUAL (TRANSFERENCIAS ESPECIAIS);INVESTIMENTO;DR. JORGE DO CARMO;EMENDA ESPECIAL - DESTINADA A INVESTIMENTOS;ESPECIAL - INVESTIMENTO;66.426/2022;167958.72;125956.35;0.0;0.0;0
01/06/2026;8010012-Emenda Tenente Coimbra 2025.089.80214 - DM 108387;ESTADUAL;INDIVIDUAL (FINALIDADE DEFINIDA);CUSTEIO;TENENTE COIMBRA;Aquisicao de sensores de monitoramento continuo de glicose destinados a pacientes com Diabetes Mellitus, a partir de 2 anos de idade, usuarios do Sistema Unico de Saude (SUS), para acompanhamento glicemico continuo, qualificacao da assistencia e reducao de complicacoes agudas e cronicas decorrentes da doenca.;Fortalecer a linha de cuidado de 70 pacientes entre 2 e 12 anos com diagnostico de Diabetes Mellitus tipo I no municipio, garantindo o acompanhamento regular de 85% dos pacientes contemplados, por meio do monitoramento continuo da glicemia.;RESOLUCAO SS N. 115, DE 12 DE JUNHO DE 2026;0.0;0.0;500000.0;0.0;0
30/04/2026;8020002-Emenda Especial 202519970007 - Dep. Vicentinho;FEDERAL;INDIVIDUAL (TRANSFERENCIAS ESPECIAIS);CUSTEIO;VICENTINHO;Custear evento do Dia Nacional de Zumbi e da Consciencia Negra, comemorando a morte de Zumbi dos Palmares, lider do Quilombo dos Palmares, em 1695.;13-Cultura / 391-Patrimonio Historico, Artistico e Arqueologico       13-Cultura / 392-Difusao Cultural;ARTIGO 166-A CF;198001.0;198000.0;7108.98;110333.91;0
04/05/2026;8010009-Emenda Fabiana Bolsonaro 2025.259.72042 - DM 91624;ESTADUAL;INDIVIDUAL (FINALIDADE DEFINIDA);INVESTIMENTO;FABIANA BOLSONARO;PROTECAO DE MARGEM DO CORREGO ITAIM COM ADUELA, LOCALIZADO NA RUA BRUNO COSTA, VILA LOANDRA.;Promover o desenvolvimento social e urbano do municipio, em consonancia com as diretrizes estabelecidas na Lei Orcamentaria vigente e em estrita observancia ao disposto no artigo 184 da Lei Federal n§ 14.133/2021, assegurando a adequada aplicacao dos recursos publicos para atender as necessidades coletivas e fomentar a melhoria da qualidade de vida da populacao.;DECRETO ESTADUAL N§ 69.319/2025;0.0;0.0;233909.54;0.0;0
01/06/2026;8010011-Emenda Luciene Cavalcante 2025.312.86827 DM 119581;ESTADUAL;INDIVIDUAL (FINALIDADE DEFINIDA);INVESTIMENTO;PROFESSORA LUCIENE CAVALCANTE;Aquisicao de dois aparelhos de ultrassom para o Centro Integrado de Atencao a Saude da Mulher e o Centro de Especialidades Medicas.;A aquisicao dos equipamentos permitira ampliar significativamente a oferta de exames, reduzir o tempo de espera, qualificar o diagnostico e fortalecer a resolutividade dos servicos proprios do municipio.                                                                             Alem disso, a iniciativa contribuira para a otimizacao dos recursos publicos, com reducao da necessidade de contratacao de servicos externos, promovendo maior eficiencia na gestao do sistema de saude.;RESOLUCAO SS N.115, DE 12 DE JUNHO DE 2026;0.0;0.0;300000.0;0.0;0
30/04/2026;8020001-Emenda Especial 44680002/2025 - Rodrigo Gambale;FEDERAL;INDIVIDUAL (TRANSFERENCIAS ESPECIAIS);INVESTIMENTO;RODRIGO GAMBALE;535 - Pavimentacao;15-Urbanismo / 451-Infraestrutura Urbana;ARTIGO 166-A CF;5247001.0;5246993.63;154784.25;3538550.81;0
30/04/2026;8020003-Emenda Rodrigo Gambale - Conv.09032025-076175;FEDERAL;INDIVIDUAL (TRANSFERENCIAS ESPECIAIS);INVESTIMENTO;RODRIGO GAMBALE;504 - Muro De Arrimo Em Areas Urbanas;O presente Plano de Trabalho tem como objetivo geral executar obras de contencao com a construcao de muros de arrimo em diversos pontos criticos do municipio de Ferraz de Vasconcelos, a fim de garantir a estabilidade de taludes, prevenir deslizamentos de terra, conter processos erosivos e assegurar a integridade de vias publicas, edificacoes e da populacao residente em areas de risco geotecnico elevado.;ARTIGO 166-A CF;1027773.95;0.0;105545.33;2412890.71;0
30/04/2026;8020005-Emenda Alencar Santana - Conven.09032025-2-087929;FEDERAL;INDIVIDUAL (TRANSFERENCIAS ESPECIAIS);INVESTIMENTO;ALENCAR SANTANA;O objeto consiste na aquisicao de veiculo utilitario adequado para a coleta e transporte de residuos solidos urbanos no municipio de Ferraz de Vasconcelos/SP, com o objetivo de aprimorar a logistica de recolhimento, promovendo a limpeza urbana, a preservacao ambiental e a melhoria da qualidade de vida da populacao. O veiculo sera destinado especificamente a coleta de residuos solidos reciclaveis, volumosos e passiveis de triagem, devidamente acondicionados de acordo com as normas tecnicas e ambientais vigentes.;676 - Residuos Solidos: Coleta Seletiva Regular, Logistica E Tratamento;ARTIGO 166-A CF;0.0;0.0;27355.48;625378.44;0
30/04/2026;8020004-Emenda Rodrigo Gambale - Pda 9032025-2-085845/2025;FEDERAL;INDIVIDUAL (TRANSFERENCIAS ESPECIAIS);CUSTEIO;RODRIGO GAMBALE;282 - Custeio Ao Piso Da Atenção Primaria;10-Saude / 301-Atencao Basica;ARTIGO 166-A CF;0.0;0.0;144984.01;3314505.71;0
30/04/2026;9000004-Emenda de Comissao da Saude - Portaria 8412/2025;FEDERAL;COMISSAO;CUSTEIO;RODRIGO GAMBALE;Fortalecer a atencao primaria, ampliando a cobertura da Estrategia Saude da Familia e da Saude Bucal, com vistas a universalizacao do acesso, a abrangencia do cuidado integral, a promocao da saude, a prevencao de doencas e agravos e a reducao de desigualdades de raca/etnia, de genero, regionais e sociais.;Fortalecer a atencao primaria, ampliando a cobertura da Estrategia Saude da Familia e da Saude Bucal, com vistas a universalizacao do acesso, a abrangencia do cuidado integral, a promocao da saude, a prevencao de doencas e agravos e a reducao de desigualdades de raca/etnia, de genero, regionais e sociais.;PORTARIA GM/MS 8412/2025;1620142.61;1620141.61;117665.78;2517376.21;0
30/04/2026;9000003-Emenda de Comissao da Saude - Portaria 8384/2025;FEDERAL;COMISSAO;CUSTEIO;RODRIGO GAMBALE;Ampliar a oferta e o acesso as acoes e servicos da Atencao Especializada, conforme as necessidades de saude da populacao, reduzindo as desigualdades de raca/etnia, de genero, regionais e sociais, e promovendo a integralidade do cuidado.;Ampliar a oferta e o acesso as acoes e servicos da Atencao Especializada, conforme as necessidades de saude da populacao, reduzindo as desigualdades de raca/etnia, de genero, regionais e sociais, e promovendo a integralidade do cuidado.;PORTARIA GM/MS 8384/2025;63001.0;63000.0;3100.41;66331.2;0
